Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,52.72282577,55.4668464,70.01309309,21.11406523,Chimpanzee
52.72282577,0.0,39.28247189,61.07386005,47.84922301,Gorilla
55.4668464,39.28247189,0.0,58.62769967,48.14839989,Human
70.01309309,61.07386005,58.62769967,0.0,62.84743303,Marmoset
21.11406523,47.84922301,48.14839989,62.84743303,0.0,Rhesus
