Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,37.99848193,40.69135364,6.066703979,20.6863849,Chimpanzee
37.99848193,0.0,54.5534979,35.9496666,39.52028854,Gorilla
40.69135364,54.5534979,0.0,38.80154562,21.2961404,Human
6.066703979,35.9496666,38.80154562,0.0,18.74603416,Marmoset
20.6863849,39.52028854,21.2961404,18.74603416,0.0,Rhesus
