Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,4.019934927,20.27453625,5.142524927,30.18040677,Chimpanzee
4.019934927,0.0,16.89081775,3.670717505,26.77363867,Gorilla
20.27453625,16.89081775,0.0,17.78329345,18.40038437,Human
5.142524927,3.670717505,17.78329345,0.0,26.79326278,Marmoset
30.18040677,26.77363867,18.40038437,26.79326278,0.0,Rhesus
