Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,2.184821929,41.18418966,61.3231717,38.56996715,Chimpanzee
2.184821929,0.0,41.4723036,61.26365829,38.95061769,Gorilla
41.18418966,41.4723036,0.0,45.52446615,7.249690828,Human
61.3231717,61.26365829,45.52446615,0.0,48.9626002,Marmoset
38.56996715,38.95061769,7.249690828,48.9626002,0.0,Rhesus
