Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,48.08479317,49.34276476,52.99308782,49.45742756,Chimpanzee
48.08479317,0.0,39.20667877,27.5447274,45.67432321,Gorilla
49.34276476,39.20667877,0.0,47.3380446,28.4172667,Human
52.99308782,27.5447274,47.3380446,0.0,54.35954,Marmoset
49.45742756,45.67432321,28.4172667,54.35954,0.0,Rhesus
