Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,45.60986607,22.04886283,47.59187521,46.11805413,Chimpanzee
45.60986607,0.0,53.43763922,23.73244613,42.89394404,Gorilla
22.04886283,53.43763922,0.0,54.84340879,52.75730339,Human
47.59187521,23.73244613,54.84340879,0.0,23.67192178,Marmoset
46.11805413,42.89394404,52.75730339,23.67192178,0.0,Rhesus
