Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0,0.0,0,0.0,0,Chimpanzee
0,0.0,0,50.93763875,0,Gorilla
0,0.0,0,0.0,0,Human
0,50.93763875,0,0.0,0,Marmoset
0,0.0,0,0.0,0,Rhesus
