Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,9.739541989,27.77481625,47.26324913,39.83606781,Chimpanzee
9.739541989,0.0,27.79012155,43.51724763,43.17008811,Gorilla
27.77481625,27.79012155,0.0,47.51052747,45.48998749,Human
47.26324913,43.51724763,47.51052747,0.0,59.13631305,Marmoset
39.83606781,43.17008811,45.48998749,59.13631305,0.0,Rhesus
