Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,13.04980645,9.781502785,11.92424396,9.380404143,Chimpanzee
13.04980645,0.0,16.40678387,9.736230797,7.149746141,Gorilla
9.781502785,16.40678387,0.0,13.17212365,16.13429025,Human
11.92424396,9.736230797,13.17212365,0.0,10.45443046,Marmoset
9.380404143,7.149746141,16.13429025,10.45443046,0.0,Rhesus
