Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,2.668862881,4.771601157,11.6533837,4.411688337,Chimpanzee
2.668862881,0.0,4.663641602,12.60497424,4.45560577,Gorilla
4.771601157,4.663641602,0.0,11.80150949,4.591042011,Human
11.6533837,12.60497424,11.80150949,0.0,12.80970676,Marmoset
4.411688337,4.45560577,4.591042011,12.80970676,0.0,Rhesus
