Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0,0,0.0,0,0.0,Chimpanzee
0,0,0.0,0,0.0,Gorilla
0,0,0.0,0,44.68615999,Human
0,0,0.0,0,0.0,Marmoset
0,0,44.68615999,0,0.0,Rhesus
