Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,5.744540573,31.17545256,0,1.567517309,Chimpanzee
5.744540573,0.0,35.14977241,0,5.095646168,Gorilla
31.17545256,35.14977241,0.0,0,31.45260897,Human
0.0,0.0,0.0,0,0.0,Marmoset
1.567517309,5.095646168,31.45260897,0,0.0,Rhesus
