Chimpanzee,Gorilla,Human,Marmoset,Rhesus,index
0.0,45.32684047,59.196439,38.39213221,20.68264996,Chimpanzee
45.32684047,0.0,50.02051126,31.43985265,44.34203585,Gorilla
59.196439,50.02051126,0.0,42.65347986,56.1861937,Human
38.39213221,31.43985265,42.65347986,0.0,38.3080078,Marmoset
20.68264996,44.34203585,56.1861937,38.3080078,0.0,Rhesus
